"Statistics name :","City Data Basic Data(original)"
"Table Number :","0000020101"
"Title :","[System of Social and Demographic Statistics] System of Social and Demographic Statistics A Population and Households"
"Implementation date :","-","-"
"Cities, Towns and Villages :","2017/06/23"

"***","Data not available"
"-","Not applicable"
"X","Not available"

"","","","","","A1101","","A110101","","A110102","","A1102","","A110201","","A110202","","A1231","","A1301","","A130101","","A130102","","A1302","","A130201","","A130202","","A1303","","A130301","","A130302","","A1401","","A140101","","A140102","","A1402","","A140201","","A140202","","A1403","","A140301","","A140302","","A1404","","A140401","","A140402","","A1405","","A140501","","A140502","","A1406","","A140601","","A140602","","A1407","","A140701","","A140702","","A1408","","A140801","","A140802","","A1409","","A140901","","A140902","","A1410","","A141001","","A141002","","A1411","","A141101","","A141102","","A1412","","A141201","","A141202","","A1413","","A141301","","A141302","","A1414","","A141401","","A141402","","A1415","","A141501","","A141502","","A1416","","A141601","","A141602","","A1417","","A141701","","A141702","","A1418","","A141801","","A141802","","A1419","","A141901","","A141902","","A1420","","A142001","","A142002","","A1700","","A1801","","A180101","","A180102","","A1802","","A2101","","A210101","","A210102","","A2201","","A2301","","A4101","","A4200","","A5101","","A5102","","A6101","","A6102","","A6103","","A6104","","A6105","","A6106","","A6107","","A6108","","A7101","","A710101","","A710102","","A710201","","A710202","","A7103","","A810101","","A810102","","A810103","","A810104","","A810105","","A811102","","A8201","","A8301","","A830101","","A830102","","A8401","","A840101","","A840102","","A840103","","A8501","","A850101","","A850102","","A850103","","A9101","","A9201",""
"1980100000","1980","27206","Izumiotsu-shi","","67,474","","***","","***","","***","","***","","***","","***","","17,056","","***","","***","","45,605","","***","","***","","4,796","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","2,103","","67,435","","***","","***","","***","","***","","***","","***","","***","","***","","***","","378","","***","","***","","22,269","","27,851","","16,679","","553","","12,878","","463","","63,566","","***","","20,598","","***","","***","","***","","***","","***","","***","","14,069","","***","","***","","2,225","","1,235","","***","","445","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","456","","104",""
"1980100000","1980","27207","Takatsuki-shi","","340,720","","***","","***","","***","","***","","***","","***","","95,405","","***","","***","","226,349","","***","","***","","18,440","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","2,073","","319,967","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,214","","***","","***","","118,980","","123,059","","76,734","","20,349","","22,143","","10,634","","275,888","","***","","103,706","","***","","***","","***","","***","","***","","***","","75,319","","***","","***","","10,001","","5,077","","***","","1,377","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","2,183","","377",""
"1980100000","1980","27208","Kaizuka-shi","","81,162","","***","","***","","***","","***","","***","","***","","19,479","","***","","***","","54,851","","***","","***","","6,828","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","542","","67,669","","***","","***","","***","","***","","***","","***","","***","","***","","***","","543","","***","","***","","27,686","","35,768","","16,998","","645","","8,885","","441","","72,841","","***","","23,176","","***","","***","","***","","***","","***","","***","","15,024","","***","","***","","1,991","","1,225","","***","","581","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","461","","100",""
"1980100000","1980","27209","Moriguchi-shi","","165,630","","***","","***","","***","","***","","***","","***","","41,178","","***","","***","","112,577","","***","","***","","11,460","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","2,761","","165,630","","***","","***","","***","","***","","***","","***","","***","","***","","***","","779","","***","","***","","51,134","","72,413","","38,467","","2,769","","36,140","","4,614","","164,733","","***","","54,115","","***","","***","","***","","***","","***","","***","","36,570","","***","","***","","9,214","","3,805","","***","","1,451","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,030","","295",""
"1980100000","1980","27210","Hirakata-shi","","353,358","","***","","***","","***","","***","","***","","***","","101,077","","***","","***","","234,538","","***","","***","","17,507","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,807","","326,438","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,291","","***","","***","","124,384","","128,928","","84,391","","14,742","","24,327","","10,876","","289,192","","***","","110,938","","***","","***","","***","","***","","***","","***","","78,365","","***","","***","","12,478","","4,567","","***","","1,186","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","2,591","","426",""
"1980100000","1980","27211","Ibaraki-shi","","234,062","","***","","***","","***","","***","","***","","***","","61,452","","***","","***","","159,497","","***","","***","","12,888","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,445","","209,667","","***","","***","","***","","***","","***","","***","","***","","***","","***","","966","","***","","***","","79,396","","85,671","","57,752","","10,728","","39,135","","10,056","","214,548","","***","","78,546","","***","","***","","***","","***","","***","","***","","49,988","","***","","***","","11,966","","3,346","","***","","1,054","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","2,018","","255",""
"1980100000","1980","27212","Yao-shi","","272,706","","***","","***","","***","","***","","***","","***","","70,401","","***","","***","","183,993","","***","","***","","18,121","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","6,127","","261,143","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,334","","***","","***","","90,282","","110,422","","66,848","","4,559","","37,812","","9,889","","248,809","","***","","83,894","","***","","***","","***","","***","","***","","***","","58,275","","***","","***","","10,374","","5,019","","***","","1,728","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,787","","357",""
"1980100000","1980","27213","Izumisano-shi","","90,684","","***","","***","","***","","***","","***","","***","","22,475","","***","","***","","60,970","","***","","***","","7,198","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","413","","68,908","","***","","***","","***","","***","","***","","***","","***","","***","","***","","574","","***","","***","","29,246","","41,488","","18,754","","992","","11,064","","1,001","","82,962","","***","","25,091","","***","","***","","***","","***","","***","","***","","16,986","","***","","***","","2,247","","1,346","","***","","582","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","589","","139",""
"1980100000","1980","27214","Tondabayashi-shi","","97,495","","***","","***","","***","","***","","***","","***","","25,248","","***","","***","","65,788","","***","","***","","6,400","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","433","","61,363","","***","","***","","***","","***","","***","","***","","***","","***","","***","","467","","***","","***","","33,265","","34,896","","27,969","","1,128","","10,572","","1,427","","80,338","","***","","28,494","","***","","***","","***","","***","","***","","***","","19,664","","***","","***","","2,548","","1,548","","***","","470","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","553","","97",""
"1980100000","1980","27215","Neyagawa-shi","","255,859","","***","","***","","***","","***","","***","","***","","71,129","","***","","***","","171,885","","***","","***","","12,612","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","2,300","","246,758","","***","","***","","***","","***","","***","","***","","***","","***","","***","","925","","***","","***","","84,636","","95,527","","68,812","","6,174","","29,442","","7,122","","217,204","","***","","83,507","","***","","***","","***","","***","","***","","***","","57,391","","***","","***","","13,911","","3,686","","***","","1,246","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,901","","453",""
"1980100000","1980","27216","Kawachinagano-shi","","78,572","","***","","***","","***","","***","","***","","***","","20,542","","***","","***","","51,954","","***","","***","","6,036","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","223","","51,918","","***","","***","","***","","***","","***","","***","","***","","***","","***","","431","","***","","***","","27,754","","28,229","","21,493","","934","","8,254","","1,382","","65,741","","***","","21,536","","***","","***","","***","","***","","***","","***","","15,236","","***","","***","","1,519","","1,193","","***","","378","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","449","","77",""
"1980100000","1980","27217","Matsubara-shi","","135,849","","***","","***","","***","","***","","***","","***","","36,603","","***","","***","","90,644","","***","","***","","8,578","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","931","","130,722","","***","","***","","***","","***","","***","","***","","***","","***","","***","","681","","***","","***","","47,338","","49,058","","37,575","","1,558","","17,564","","2,452","","116,708","","***","","41,156","","***","","***","","***","","***","","***","","***","","29,724","","***","","***","","4,834","","2,444","","***","","794","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","815","","181",""
"1980100000","1980","27218","Daito-shi","","116,635","","***","","***","","***","","***","","***","","***","","31,644","","***","","***","","78,387","","***","","***","","6,435","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,581","","115,310","","***","","***","","***","","***","","***","","***","","***","","***","","***","","514","","***","","***","","38,520","","48,245","","27,768","","1,733","","27,234","","4,841","","119,040","","***","","36,369","","***","","***","","***","","***","","***","","***","","25,193","","***","","***","","4,715","","1,757","","***","","513","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","835","","198",""
"1980100000","1980","27219","Izumi-shi","","124,322","","***","","***","","***","","***","","***","","***","","32,480","","***","","***","","83,179","","***","","***","","8,559","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,711","","72,203","","***","","***","","***","","***","","***","","***","","***","","***","","***","","629","","***","","***","","42,946","","48,753","","31,364","","972","","9,821","","424","","102,127","","***","","34,701","","***","","***","","***","","***","","***","","***","","24,891","","***","","***","","2,829","","1,710","","***","","649","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","877","","147",""
"1980100000","1980","27220","Minoh-shi","","104,112","","***","","***","","***","","***","","***","","***","","27,858","","***","","***","","69,417","","***","","***","","6,759","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","633","","95,218","","***","","***","","***","","***","","***","","***","","***","","***","","***","","441","","***","","***","","37,843","","30,855","","31,152","","4,061","","15,970","","5,236","","90,027","","***","","33,049","","***","","***","","***","","***","","***","","***","","22,791","","***","","***","","3,597","","1,885","","***","","475","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","798","","101",""
"1980100000","1980","27221","Kashiwara-shi","","69,836","","***","","***","","***","","***","","***","","***","","18,062","","***","","***","","46,956","","***","","***","","4,784","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,092","","63,505","","***","","***","","***","","***","","***","","***","","***","","***","","***","","328","","***","","***","","23,836","","25,582","","18,763","","1,404","","10,624","","3,370","","63,629","","***","","20,753","","***","","***","","***","","***","","***","","***","","14,207","","***","","***","","2,262","","1,212","","***","","428","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","495","","82",""
"1980100000","1980","27222","Habikino-shi","","103,181","","***","","***","","***","","***","","***","","***","","26,210","","***","","***","","69,281","","***","","***","","7,660","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","400","","87,425","","***","","***","","***","","***","","***","","***","","***","","***","","***","","499","","***","","***","","36,349","","33,107","","31,879","","1,643","","10,884","","1,543","","82,056","","***","","30,339","","***","","***","","***","","***","","***","","***","","21,416","","***","","***","","3,401","","1,805","","***","","529","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","670","","135",""
"1980100000","1980","27223","Kadoma-shi","","138,902","","***","","***","","***","","***","","***","","***","","37,432","","***","","***","","94,292","","***","","***","","6,406","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","1,521","","138,616","","***","","***","","***","","***","","***","","***","","***","","***","","***","","518","","***","","***","","42,634","","58,203","","34,708","","2,267","","36,829","","4,093","","142,077","","***","","46,890","","***","","***","","***","","***","","***","","***","","31,256","","***","","***","","9,697","","2,034","","***","","825","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","995","","307",""
"1980100000","1980","27224","Settsu-shi","","80,684","","***","","***","","***","","***","","***","","***","","22,466","","***","","***","","53,963","","***","","***","","4,098","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","901","","77,204","","***","","***","","***","","***","","***","","***","","***","","***","","***","","275","","***","","***","","26,057","","30,242","","21,778","","2,397","","19,991","","3,963","","80,306","","***","","26,909","","***","","***","","***","","***","","***","","***","","17,030","","***","","***","","4,047","","1,179","","***","","392","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","583","","107",""
"1980100000","1980","27225","Takaishi-shi","","66,815","","***","","***","","***","","***","","***","","***","","16,860","","***","","***","","45,468","","***","","***","","4,482","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","411","","65,333","","***","","***","","***","","***","","***","","***","","***","","***","","***","","323","","***","","***","","23,956","","21,224","","20,790","","797","","13,257","","597","","59,077","","***","","21,305","","***","","***","","***","","***","","***","","***","","14,641","","***","","***","","2,271","","1,309","","***","","462","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","527","","78",""
"1980100000","1980","27226","Fujiidera-shi","","63,726","","***","","***","","***","","***","","***","","***","","16,029","","***","","***","","43,298","","***","","***","","4,380","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","452","","63,556","","***","","***","","***","","***","","***","","***","","***","","***","","***","","305","","***","","***","","22,364","","19,886","","20,313","","1,105","","9,970","","1,254","","53,513","","***","","19,778","","***","","***","","***","","***","","***","","***","","13,887","","***","","***","","2,516","","1,278","","***","","393","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","465","","90",""
"1980100000","1980","27227","Higashiosaka-shi","","521,558","","***","","***","","***","","***","","***","","***","","127,180","","***","","***","","356,442","","***","","***","","37,455","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","19,781","","514,213","","***","","***","","***","","***","","***","","***","","***","","***","","***","","2,701","","***","","***","","164,366","","252,953","","94,320","","8,286","","90,620","","33,240","","542,331","","***","","170,284","","***","","***","","***","","***","","***","","***","","110,680","","***","","***","","30,900","","11,374","","***","","4,608","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","3,248","","704",""
"1980100000","1980","27228","Sennan-shi","","53,324","","***","","***","","***","","***","","***","","***","","14,433","","***","","***","","34,950","","***","","***","","3,923","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","464","","33,493","","***","","***","","***","","***","","***","","***","","***","","***","","***","","305","","***","","***","","19,284","","21,632","","11,368","","912","","4,731","","844","","46,601","","***","","14,973","","***","","***","","***","","***","","***","","***","","10,209","","***","","***","","1,169","","687","","***","","349","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","330","","51",""
"1980100000","1980","27229","Shijonawate-shi","","50,582","","***","","***","","***","","***","","***","","***","","14,651","","***","","***","","32,917","","***","","***","","2,925","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","428","","48,055","","***","","***","","***","","***","","***","","***","","***","","***","","***","","234","","***","","***","","17,095","","16,956","","15,609","","794","","6,252","","592","","40,934","","***","","15,637","","***","","***","","***","","***","","***","","***","","10,877","","***","","***","","1,787","","679","","***","","228","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","309","","81",""
"1980100000","1980","27230","Katano-shi","","61,425","","***","","***","","***","","***","","***","","***","","18,544","","***","","***","","39,622","","***","","***","","3,221","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","203","","50,163","","***","","***","","***","","***","","***","","***","","***","","***","","***","","224","","***","","***","","20,828","","21,088","","17,941","","1,488","","5,068","","725","","47,751","","***","","17,205","","***","","***","","***","","***","","***","","***","","13,136","","***","","***","","940","","657","","***","","197","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","348","","63",""
"1980100000","1980","27231","Osakasayama-shi","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***",""
"1980100000","1980","27232","Hannan-shi","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***",""
"1980100000","1980","27301","Shimamoto-cho","","24,663","","***","","***","","***","","***","","***","","***","","6,603","","***","","***","","16,554","","***","","***","","1,502","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","226","","24,160","","***","","***","","***","","***","","***","","***","","***","","***","","***","","80","","***","","***","","8,624","","7,566","","5,892","","2,540","","3,074","","1,345","","20,646","","***","","7,661","","***","","***","","***","","***","","***","","***","","5,398","","***","","***","","566","","430","","***","","91","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","178","","16",""
"1980100000","1980","27321","Toyono-cho","","12,471","","***","","***","","***","","***","","***","","***","","3,626","","***","","***","","7,964","","***","","***","","881","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","8","","7,912","","***","","***","","***","","***","","***","","***","","***","","***","","***","","62","","***","","***","","4,514","","3,751","","3,334","","851","","428","","175","","8,889","","***","","3,170","","***","","***","","***","","***","","***","","***","","2,233","","***","","***","","85","","138","","***","","28","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","43","","2",""
"1980100000","1980","27322","Nose-cho","","10,024","","***","","***","","***","","***","","***","","***","","2,156","","***","","***","","6,397","","***","","***","","1,464","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","17","","-","","***","","***","","***","","***","","***","","***","","***","","***","","***","","100","","***","","***","","3,183","","4,886","","1,261","","649","","357","","211","","8,675","","***","","2,358","","***","","***","","***","","***","","***","","***","","1,044","","***","","***","","137","","178","","***","","66","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","65","","3",""
"1980100000","1980","27341","Tadaoka-cho","","18,053","","***","","***","","***","","***","","***","","***","","4,395","","***","","***","","12,343","","***","","***","","1,315","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","869","","18,053","","***","","***","","***","","***","","***","","***","","***","","***","","***","","90","","***","","***","","5,832","","6,915","","5,125","","163","","3,516","","91","","16,372","","***","","5,448","","***","","***","","***","","***","","***","","***","","3,436","","***","","***","","593","","301","","***","","125","","***","","***","","***","","***","","***","","***","","***","","***","","***","","***","","98","","22",""
